Industry,Country,$ Raised (mm),Stage,year,will_layoff
28,63,3600.0,15,2022,1
29,63,0.0,0,2022,1
20,63,0.0,1,2022,1
8,63,144.0,1,2022,1
23,63,148.0,6,2022,1
10,55,377.0,15,2022,1
10,40,477.0,15,2022,1
10,40,479.0,15,2022,1
18,7,300.0,6,2022,1
18,7,56.0,5,2022,1
3,5,0.0,15,2022,1
13,63,212.0,6,2022,0
27,63,28.0,5,2022,0
13,55,568.0,7,2022,1
15,63,213.0,7,2022,1
8,63,11.0,5,2022,1
8,63,85.0,5,2022,1
24,24,17.0,4,2022,1
6,24,49.0,5,2022,0
24,63,108.0,1,2022,1
10,63,35.0,5,2022,1
13,63,0.0,16,2022,1
10,19,11.0,6,2022,0
2,7,163.0,5,2022,1
8,63,277.0,5,2022,1
11,63,328.0,9,2022,1
19,24,0.0,3,2022,0
24,63,0.0,16,2022,0
12,63,0.0,1,2022,1
9,63,114.0,1,2022,1
22,63,97.0,1,2022,1
26,63,750.0,9,2022,1
28,63,3600.0,15,2022,1
8,63,0.0,4,2022,1
12,63,683.0,8,2022,0
8,63,553.0,7,2022,1
8,63,142.0,6,2022,1
11,27,15.0,3,2022,1
19,63,0.0,7,2022,0
16,63,1100.0,8,2022,0
13,37,0.0,1,2022,1
13,63,462.0,6,2022,1
26,63,849.0,9,2022,1
22,19,214.0,15,2022,1
20,5,336.0,7,2022,1
13,27,86.0,15,2022,1
13,27,36.0,15,2022,1
25,63,138.0,2,2022,1
26,63,0.0,1,2022,1
8,19,30.0,15,2022,1
13,24,4.0,4,2022,1
28,63,575.0,1,2022,0
18,5,127.0,6,2022,1
22,63,151.0,6,2022,1
21,63,203.0,6,2022,1
25,63,5.0,2,2022,1
28,62,629.0,1,2022,0
22,63,365.0,8,2022,0
20,63,260.0,1,2022,0
10,63,3400.0,11,2022,1
8,63,177.0,5,2022,1
26,62,88.0,5,2022,1
22,63,13.0,5,2022,0
5,4,596.0,10,2022,0
22,63,313.0,15,2022,0
24,63,1700.0,10,2022,1
24,63,71.0,1,2022,1
13,19,189.0,5,2022,1
18,0,0.0,15,2022,1
20,63,1.0,1,2022,0
4,19,42.0,5,2022,0
19,63,235.0,15,2022,1
12,10,0.0,15,2022,0
22,63,0.0,15,2022,1
10,63,122.0,1,2022,1
10,63,122.0,1,2022,1
8,62,9.0,15,2022,0
6,24,0.0,3,2022,0
25,63,65.0,1,2022,1
3,63,10.0,0,2022,1
26,63,61.0,6,2022,0
6,24,5500.0,2,2022,1
25,63,426.0,8,2022,1
20,55,1500.0,1,2022,1
6,24,17.0,4,2022,1
13,63,657.0,9,2022,1
8,63,450.0,6,2022,1
8,63,1500.0,7,2022,1
22,63,217.0,6,2022,1
20,37,20.0,4,2022,1
6,63,235.0,15,2022,1
18,14,2.0,3,2022,1
7,62,16.0,4,2022,0
4,22,0.0,15,2022,0
11,63,0.0,3,2022,0
10,63,367.0,1,2022,1
18,63,1100.0,1,2022,1
14,63,103.0,7,2022,1
13,63,315.0,6,2022,1
14,63,58.0,15,2022,0
24,63,0.0,0,2022,0
13,63,585.0,1,2022,1
5,63,30.0,7,2022,1
4,51,156.0,15,2022,1
9,63,1900.0,1,2022,1
22,63,347.0,6,2022,1
6,63,0.0,0,2022,1
10,63,1900.0,11,2022,1
8,51,645.0,15,2022,0
8,38,29.0,5,2022,0
8,63,58.0,5,2022,0
19,55,2100.0,1,2022,0
23,63,29.0,6,2022,1
13,63,73.0,5,2022,0
27,63,253.0,1,2022,1
28,1,105.0,5,2022,1
22,63,35.0,5,2022,1
5,63,0.0,7,2022,0
8,25,534.0,7,2022,0
18,63,360.0,6,2022,0
9,63,298.0,6,2022,0
4,24,0.0,0,2022,1
28,63,8.0,0,2022,1
28,33,607.0,8,2022,0
10,63,0.0,15,2022,0
13,63,255.0,7,2022,0
24,19,237.0,1,2022,1
14,63,173.0,7,2022,1
8,19,385.0,15,2022,0
11,19,107.0,7,2022,0
25,63,536.0,1,2022,1
27,63,203.0,7,2022,0
28,63,575.0,1,2022,0
22,63,180.0,5,2022,1
5,62,692.0,15,2022,0
10,63,2900.0,15,2022,0
8,63,706.0,8,2022,1
8,19,150.0,5,2022,1
10,63,166.0,6,2022,1
26,7,474.0,7,2022,1
20,63,6.0,3,2022,0
4,63,1400.0,2,2022,1
8,55,3700.0,15,2022,1
24,62,136.0,7,2022,0
1,63,1.0,15,2022,1
11,63,5.0,3,2022,0
22,63,1600.0,1,2022,1
13,63,8.0,3,2022,1
27,7,190.0,6,2022,1
28,5,244.0,0,2022,1
28,63,282.0,1,2022,0
24,63,62.0,0,2022,0
28,24,5000.0,13,2022,1
13,63,75.0,5,2022,1
18,63,456.0,9,2022,0
10,25,0.0,15,2022,0
8,24,140.0,6,2022,1
8,63,271.0,8,2022,1
27,63,42.0,1,2022,1
19,55,126.0,1,2022,1
11,63,67.0,6,2022,1
13,63,90.0,5,2022,0
18,63,108.0,15,2022,0
20,63,614.0,1,2022,1
18,19,137.0,5,2022,1
20,19,604.0,7,2022,1
19,63,121900.0,1,2022,1
14,23,83.0,6,2022,0
13,63,445.0,1,2022,1
8,62,1800.0,7,2022,1
18,63,445.0,1,2022,1
19,63,413.0,9,2022,1
18,63,197.0,15,2022,0
22,65,33.0,4,2022,0
28,5,28.0,0,2022,1
5,63,81.0,7,2022,1
11,27,17.0,4,2022,1
20,63,91.0,5,2022,0
24,63,526.0,1,2022,0
5,63,84.0,5,2022,0
10,7,6.0,0,2022,1
7,1,145.0,6,2022,1
19,63,413.0,9,2022,1
4,22,328.0,5,2022,0
8,15,33.0,4,2022,0
8,63,125.0,7,2022,0
6,63,175.0,0,2022,0
24,63,45.0,15,2022,0
6,24,20.0,6,2022,0
6,2,686.0,7,2022,1
24,57,120.0,15,2022,1
13,63,120.0,6,2022,1
5,63,200.0,1,2022,0
22,63,0.0,0,2022,0
10,14,173.0,15,2022,1
10,51,749.0,0,2022,1
28,31,24700.0,1,2022,1
8,24,172.0,15,2022,1
27,63,240.0,7,2022,1
21,63,469.0,9,2022,1
25,63,143.0,11,2022,1
5,27,264.0,6,2022,0
13,63,100.0,6,2022,0
20,27,100.0,7,2022,0
13,63,42.0,5,2022,1
15,27,41.0,6,2022,1
22,63,108.0,6,2022,0
19,63,163.0,15,2022,0
8,39,91.0,5,2022,1
24,39,16.0,5,2022,0
3,51,8600.0,1,2022,0
4,5,250.0,15,2022,1
13,63,379.0,8,2022,1
24,7,122.0,1,2022,1
9,19,95.0,15,2022,1
8,55,67.0,5,2022,1
3,63,4900.0,1,2022,1
13,63,910.0,1,2022,1
8,19,188.0,15,2022,1
8,63,1300.0,1,2022,1
25,63,496.0,9,2022,1
3,24,44.0,5,2022,1
13,63,173.0,1,2022,1
22,63,169.0,7,2022,1
24,19,0.0,15,2022,1
11,63,221.0,15,2022,0
22,63,117.0,6,2022,0
20,20,0.0,15,2022,0
20,63,212.0,7,2022,1
26,62,123.0,6,2022,1
24,63,47.0,4,2022,1
24,24,1100.0,9,2022,1
13,63,44.0,5,2022,1
4,63,310.0,6,2022,0
3,63,287.0,1,2022,0
28,27,231.0,1,2022,0
20,63,974.0,0,2022,1
26,63,1200.0,1,2022,1
8,63,78.0,5,2022,1
22,63,905.0,15,2022,0
10,63,280.0,0,2022,1
24,5,0.0,0,2022,1
18,63,361.0,2,2022,0
16,63,330.0,8,2022,0
22,63,117.0,5,2022,1
8,63,24.0,4,2022,1
10,63,0.0,15,2022,0
28,19,646.0,7,2022,1
24,63,472.0,15,2022,1
20,7,91.0,6,2022,1
11,63,114.0,6,2022,1
11,63,3.0,3,2022,1
5,63,1000.0,10,2022,0
24,1,0.0,1,2022,0
6,63,136.0,15,2022,0
10,63,73.0,4,2022,0
24,24,56.0,15,2022,0
26,27,1.0,3,2022,1
26,63,21.0,0,2022,1
18,63,187.0,7,2022,1
24,63,1700.0,1,2022,1
8,63,2300.0,11,2022,1
4,51,0.0,15,2022,1
14,63,214.0,1,2022,1
13,63,215.0,6,2022,1
8,63,704.0,7,2022,0
13,63,209.0,6,2022,0
18,7,178.0,7,2022,0
26,63,80.0,5,2022,1
20,5,0.0,3,2022,1
4,1,0.0,15,2022,1
20,63,74.0,6,2022,1
4,63,0.0,4,2022,1
8,5,104.0,6,2022,1
13,7,293.0,7,2022,1
5,27,205.0,7,2022,1
11,63,11.0,4,2022,1
4,51,156.0,15,2022,0
6,63,77.0,0,2022,0
22,63,253.0,7,2022,0
20,63,467.0,15,2022,0
13,63,791.0,1,2022,1
8,63,665.0,1,2022,1
13,63,380.0,1,2022,1
24,63,305.0,1,2022,0
22,27,15.0,4,2022,1
20,63,45.0,4,2022,0
9,63,1900.0,1,2022,1
4,63,169.0,1,2022,0
20,63,20.0,4,2022,0
13,63,255.0,7,2022,1
13,63,218.0,6,2022,1
16,63,201.0,7,2022,1
24,30,42.0,4,2022,1
13,9,204.0,6,2022,1
23,1,26.0,6,2022,1
8,63,24.0,1,2022,0
6,5,40.0,5,2022,1
18,62,105.0,6,2022,1
22,63,160.0,5,2022,0
18,62,238.0,6,2022,0
13,63,301.0,7,2022,0
13,63,75.0,1,2022,1
18,7,300.0,6,2022,1
14,63,1100.0,1,2022,1
13,63,533.0,1,2022,1
18,27,58.0,1,2022,1
24,5,338.0,8,2022,1
8,63,504.0,7,2022,1
3,1,165.0,15,2022,1
24,63,114.0,6,2022,1
13,63,237.0,1,2022,1
25,7,102.0,5,2022,1
13,63,272.0,1,2022,0
8,63,814.0,15,2022,0
10,63,7.0,3,2022,0
19,63,166.0,1,2022,0
28,63,504.0,1,2022,0
10,63,478.0,1,2022,0
24,63,1400.0,1,2022,1
16,5,507.0,9,2022,1
28,63,1300.0,1,2022,1
3,63,535.0,1,2022,1
5,63,188.0,7,2022,1
18,27,76.0,1,2022,1
10,63,120.0,7,2022,0
5,63,1000.0,10,2022,0
3,63,30.0,0,2022,1
24,7,28.0,5,2022,1
18,7,42.0,4,2022,1
16,63,76.0,5,2022,0
27,63,497.0,7,2022,0
8,63,679.0,1,2022,1
24,7,0.0,5,2022,1
3,63,652.0,15,2022,1
13,63,242.0,1,2022,1
6,24,166.0,8,2022,1
27,63,85.0,0,2022,1
6,63,20.0,4,2022,1
2,7,163.0,5,2022,1
27,63,44.0,1,2022,1
13,63,100.0,6,2022,0
8,5,290.0,5,2022,0
3,63,59.0,0,2022,0
20,63,0.0,0,2022,0
6,25,20.0,5,2022,0
13,63,244.0,6,2022,1
18,7,39.0,4,2022,1
10,63,122.0,1,2022,1
11,63,39.0,5,2022,1
28,24,497.0,8,2022,0
14,63,189.0,0,2022,0
3,19,542.0,15,2022,0
18,32,9.0,2,2022,0
8,63,5600.0,1,2022,1
26,63,342.0,1,2022,1
6,24,292.0,8,2022,1
16,63,107.0,15,2022,1
21,63,175.0,6,2022,1
25,63,489.0,10,2022,1
16,30,26.0,5,2022,1
11,63,71.0,0,2022,1
16,30,26.0,5,2022,1
21,63,75.0,5,2022,1
24,63,266.0,8,2022,1
13,63,530.0,1,2022,0
19,63,151.0,1,2022,0
8,5,58.0,6,2022,1
6,63,1.0,3,2022,0
10,24,194.0,7,2022,0
19,62,0.0,15,2022,0
20,63,0.0,1,2022,0
28,63,20.0,4,2022,0
20,40,10.0,4,2022,0
18,1,18.0,5,2022,1
11,27,15.0,3,2022,1
18,63,0.0,16,2022,0
28,24,5000.0,13,2022,1
8,7,681.0,6,2022,1
10,63,229.0,7,2022,1
10,63,58.0,5,2022,1
18,63,65.0,6,2022,1
29,7,11.0,15,2022,1
4,50,11.0,15,2022,0
10,10,1700.0,1,2022,0
22,1,6.0,15,2022,0
22,63,405.0,6,2022,1
6,63,51.0,5,2022,1
8,63,510.0,0,2022,1
8,38,130.0,1,2022,1
24,63,202.0,1,2022,1
3,7,1.0,3,2022,1
6,63,426.0,1,2022,0
24,24,12.0,4,2022,0
25,63,12.0,4,2022,0
20,63,72.0,7,2022,0
19,63,17.0,0,2022,0
7,63,491.0,15,2022,0
28,63,10700.0,1,2022,1
19,63,307.0,9,2022,1
4,7,98.0,15,2022,1
18,27,60.0,8,2022,1
24,7,122.0,1,2022,1
22,19,214.0,15,2022,1
20,27,111.0,1,2022,1
8,1,41.0,5,2022,1
18,63,394.0,1,2022,1
23,63,22.0,4,2022,1
4,1,279.0,6,2022,1
20,63,974.0,0,2022,1
13,63,409.0,1,2022,1
13,63,272.0,8,2022,0
27,27,18.0,0,2022,1
13,63,69.0,6,2022,1
11,63,58.0,5,2022,1
8,5,15.0,4,2022,1
13,63,328.0,7,2022,1
26,63,0.0,15,2022,0
24,63,137.0,5,2022,0
13,63,178.0,1,2022,0
25,63,200.0,7,2022,0
21,63,62.0,0,2022,0
4,62,490.0,7,2022,1
19,63,0.0,7,2022,1
26,63,0.0,1,2022,1
9,63,404.0,9,2022,1
28,63,329.0,7,2022,1
10,63,72.0,5,2022,1
13,63,42.0,5,2022,1
13,63,247.0,8,2022,0
27,63,45.0,5,2022,0
21,63,356.0,9,2022,0
21,63,192.0,6,2022,0
20,63,0.0,2,2022,0
10,37,2800.0,1,2022,1
22,63,310.0,6,2022,1
8,63,992.0,8,2022,1
20,63,48.0,6,2022,1
28,63,4900.0,1,2022,1
25,7,125.0,6,2022,1
20,27,51.0,15,2022,1
19,63,159.0,7,2022,1
25,7,58.0,5,2022,1
11,63,1.0,3,2022,1
13,63,2000.0,1,2022,1
13,63,856.0,11,2022,1
8,63,323.0,8,2022,1
24,19,766.0,15,2022,1
11,62,0.0,15,2022,1
13,63,570.0,7,2022,0
13,63,200.0,6,2022,1
4,63,423.0,15,2022,1
18,63,245.0,5,2022,1
13,63,323.0,5,2022,0
10,63,107.0,0,2022,0
9,63,269.0,7,2022,0
3,63,0.0,0,2022,0
3,63,450.0,1,2022,0
8,24,31.0,4,2022,1
16,63,817.0,15,2022,1
24,63,265.0,15,2022,1
18,63,27.0,4,2022,1
3,63,40.0,6,2022,0
8,62,202.0,6,2022,1
11,63,115.0,6,2022,1
4,63,7.0,5,2022,1
22,63,240.0,8,2022,1
13,63,560.0,8,2022,0
2,19,45.0,5,2022,0
4,63,427.0,6,2022,0
8,49,292.0,4,2022,1
9,63,450.0,8,2022,1
16,63,336.0,6,2022,1
21,19,89.0,5,2022,1
10,63,64.0,6,2022,1
24,5,23.0,15,2022,1
3,63,120.0,6,2022,1
28,63,2100.0,7,2022,1
28,62,629.0,1,2022,0
8,63,53.0,6,2022,0
20,63,241.0,7,2022,0
10,63,3400.0,11,2022,1
10,24,63.0,5,2022,1
13,62,1100.0,1,2022,1
18,63,153.0,5,2022,1
16,41,109.0,5,2022,0
20,63,1.0,1,2022,0
24,63,61.0,15,2022,0
20,62,1000.0,7,2022,1
13,5,174.0,6,2022,1
18,63,74.0,7,2022,1
10,63,640.0,8,2022,0
13,63,225.0,7,2022,0
4,63,9.0,4,2022,0
10,63,150.0,6,2022,0
20,10,184.0,6,2022,1
10,63,50.0,5,2022,1
13,63,127.0,5,2022,1
18,63,108.0,15,2022,0
28,63,3600.0,15,2022,1
8,63,881.0,8,2022,1
18,63,20.0,15,2022,1
18,63,78.0,5,2022,1
13,63,351.0,7,2022,0
3,63,5700.0,1,2022,0
11,63,496.0,6,2022,1
24,7,122.0,1,2022,1
5,63,64.0,6,2022,1
5,63,77.0,5,2022,1
5,63,64.0,6,2022,1
10,63,344.0,5,2022,0
22,5,788.0,15,2022,1
18,63,194.0,8,2022,1
8,27,322.0,15,2022,1
5,63,569.0,8,2022,1
6,63,240.0,7,2022,1
4,22,300.0,15,2022,1
26,63,583.0,4,2022,1
8,63,28.0,4,2022,1
24,27,71.0,6,2022,1
3,27,335.0,7,2022,1
3,62,0.0,0,2022,1
16,1,69.0,6,2022,1
20,19,90.0,4,2022,1
3,1,26.0,6,2022,0
10,19,1300.0,6,2022,1
4,63,864.0,5,2022,1
13,63,263.0,7,2022,0
13,1,2.0,3,2022,0
8,1,25.0,4,2022,0
29,63,26.0,5,2022,1
28,63,300.0,1,2022,1
13,63,0.0,15,2022,1
14,63,169.0,6,2022,1
27,63,38.0,4,2022,0
24,63,310.0,1,2022,1
6,24,3.0,3,2022,1
8,63,480.0,15,2022,1
24,63,47.0,4,2022,1
26,63,849.0,9,2022,1
21,63,58.0,5,2022,1
8,19,22.0,4,2022,1
4,63,106.0,6,2022,1
15,63,5.0,3,2022,0
8,63,7.0,4,2022,0
22,63,135.0,6,2022,0
6,24,112.0,0,2022,1
20,63,1300.0,1,2022,1
3,63,770.0,7,2022,1
29,63,811.0,15,2022,1
5,63,347.0,8,2022,1
28,7,153.0,5,2022,1
14,63,8.0,15,2022,1
28,24,13.0,15,2022,1
20,19,25.0,5,2022,1
28,63,13.0,4,2022,1
19,63,82.0,5,2022,1
24,63,0.0,15,2022,0
6,63,411.0,7,2022,0
22,63,743.0,7,2022,0
24,63,72.0,6,2022,0
8,1,90.0,8,2022,0
4,10,2.0,15,2022,1
6,24,11.0,0,2022,1
24,63,690.0,8,2022,1
13,63,163.0,6,2022,1
24,63,690.0,8,2022,1
13,61,71.0,7,2022,1
5,27,250.0,15,2022,1
13,1,20.0,5,2022,1
24,1,23.0,4,2022,0
13,24,41.0,5,2022,0
24,51,55.0,4,2022,0
18,63,1600.0,1,2022,1
5,63,2000.0,1,2022,1
24,24,1500.0,15,2022,1
13,63,999.0,1,2022,1
4,1,13.0,1,2022,1
5,63,61.0,5,2022,1
8,63,283.0,15,2022,0
18,63,106.0,6,2022,1
4,2,546.0,6,2022,1
8,63,124.0,4,2022,1
8,63,137.0,6,2022,1
8,63,406.0,7,2022,1
24,63,76.0,15,2022,0
13,63,45.0,5,2022,0
19,63,121900.0,1,2022,1
26,63,500.0,9,2022,1
26,63,19.0,15,2022,1
8,63,159.0,6,2022,1
18,63,10.0,15,2022,1
20,63,10.0,4,2022,0
10,30,1.0,3,2022,0
20,63,229.0,8,2022,0
22,63,472.0,7,2022,0
13,63,1000.0,15,2022,0
19,27,111.0,5,2022,0
6,63,461.0,8,2022,1
26,63,410.0,1,2022,1
22,63,171.0,6,2022,1
26,63,410.0,1,2022,1
27,63,429.0,1,2022,1
28,63,261.0,6,2022,1
28,63,515.0,7,2022,1
25,63,51.0,5,2022,1
10,7,134.0,6,2022,1
19,32,0.0,15,2022,0
10,1,13.0,3,2022,0
8,5,460.0,5,2022,1
27,63,279.0,1,2022,1
18,63,40.0,15,2022,1
21,63,248.0,7,2022,1
10,11,202.0,6,2022,0
6,24,0.0,3,2022,0
5,63,109.0,6,2022,0
4,51,0.0,15,2022,1
13,63,7.0,15,2022,1
24,51,1000.0,8,2022,1
10,24,12.0,15,2022,1
24,7,27.0,4,2022,1
7,1,145.0,6,2022,1
19,63,32.0,15,2022,0
4,51,0.0,15,2022,0
24,24,112.0,6,2022,1
4,61,30.0,5,2022,1
6,24,838.0,11,2022,1
3,10,9400.0,15,2022,1
8,63,646.0,8,2022,1
26,63,49.0,5,2022,1
10,63,430.0,5,2022,1
22,63,178.0,7,2022,1
13,24,1600.0,15,2022,1
13,63,50.0,4,2022,0
24,17,169.0,6,2022,1
8,7,900.0,15,2022,1
10,63,863.0,8,2022,1
15,63,213.0,7,2022,1
19,27,65.0,15,2022,1
20,63,83.0,5,2022,1
3,14,7.0,15,2022,1
19,27,223.0,8,2022,1
16,7,20.0,4,2022,1
6,42,93.0,5,2022,0
22,63,44.0,5,2022,0
4,63,549.0,1,2022,1
22,63,319.0,1,2022,1
22,63,1600.0,1,2022,1
13,5,36.0,15,2022,1
13,24,6.0,4,2022,1
11,11,6.0,3,2022,1
4,63,204.0,7,2022,1
8,11,376.0,6,2022,0
10,51,0.0,15,2022,0
4,63,1000.0,8,2022,1
19,63,65.0,5,2022,1
6,63,50.0,5,2022,1
14,63,152.0,6,2022,0
20,63,811.0,1,2022,0
4,51,156.0,15,2022,1
16,24,150.0,8,2022,1
24,19,1000.0,15,2022,1
13,5,11.0,15,2022,1
8,62,133.0,15,2022,1
8,63,175.0,6,2022,1
22,63,6.0,15,2022,0
14,63,22.0,5,2022,0
22,10,2100.0,15,2022,0
26,63,926.0,6,2022,1
24,63,79.0,1,2022,1
24,55,0.0,15,2022,1
16,63,1100.0,8,2022,1
14,63,82.0,5,2022,1
24,55,56.0,1,2022,1
24,63,5.0,0,2022,1
8,51,61.0,7,2022,1
6,63,100.0,6,2022,1
19,63,22.0,6,2022,0
28,63,197.0,5,2022,0
8,19,1200.0,6,2022,0
29,63,839.0,1,2022,1
28,5,1600.0,8,2022,1
13,63,255.0,7,2022,1
24,33,26.0,15,2022,1
3,55,24.0,15,2022,0
28,62,2000.0,1,2022,1
28,62,2000.0,1,2022,1
8,24,172.0,15,2022,1
18,25,149.0,6,2022,1
28,63,783.0,1,2022,1
26,63,275.0,15,2022,1
24,63,11.0,15,2022,1
8,63,42.0,4,2022,0
8,63,35.0,5,2022,0
22,65,33.0,4,2022,0
8,7,681.0,6,2022,1
20,63,603.0,7,2022,1
8,26,681.0,6,2022,0
26,63,259.0,7,2022,0
18,63,152.0,6,2022,0
6,24,1200.0,8,2022,1
3,5,0.0,15,2022,1
3,63,108.0,6,2022,1
10,63,176.0,0,2022,1
7,1,12.0,4,2022,0
3,63,110.0,6,2022,0
28,63,20200.0,1,2022,0
13,63,522.0,7,2022,1
10,5,31.0,4,2022,1
8,63,286.0,8,2022,1
2,24,3.0,3,2022,1
18,1,0.0,15,2022,1
4,63,423.0,15,2022,1
16,63,325.0,7,2022,1
3,63,76.0,5,2022,1
10,63,28.0,4,2022,1
3,63,197.0,6,2022,1
6,63,37.0,15,2022,0
3,63,17.0,5,2022,0
8,3,202.0,5,2022,0
28,37,0.0,1,2022,1
26,63,750.0,9,2022,1
6,24,2.0,3,2022,1
4,5,250.0,15,2022,1
8,62,182.0,6,2022,1
21,63,203.0,6,2022,1
6,63,136.0,15,2022,1
29,62,32.0,5,2022,1
3,63,202.0,7,2022,1
22,63,313.0,15,2022,0
16,41,17.0,3,2022,0
3,27,0.0,1,2022,1
14,63,85.0,6,2022,1
8,63,110.0,4,2022,1
28,27,49.0,4,2022,1
6,63,26.0,4,2022,1
13,63,462.0,6,2022,0
28,61,132.0,1,2022,1
3,24,375.0,8,2022,1
8,5,50.0,15,2022,1
5,63,36.0,15,2022,0
6,24,17.0,4,2022,1
5,24,23.0,4,2022,1
8,62,118.0,15,2022,1
16,63,46.0,15,2022,0
18,63,120.0,6,2022,0
18,63,192.0,15,2022,0
24,5,365.0,1,2022,1
4,35,378.0,6,2022,1
10,46,749.0,0,2022,1
3,62,0.0,15,2022,1
26,63,1900.0,7,2022,1
8,63,1300.0,8,2022,1
8,63,121.0,6,2022,1
8,19,53.0,5,2022,1
8,19,42.0,5,2022,1
8,63,70.0,5,2022,1
16,41,109.0,5,2022,0
10,58,1800.0,8,2022,0
10,62,300.0,16,2022,0
10,19,1300.0,6,2022,1
6,25,20.0,5,2022,1
8,63,256.0,7,2022,1
8,55,3700.0,15,2022,1
8,63,216.0,1,2022,1
4,0,11.0,4,2022,1
5,27,16.0,4,2022,1
20,63,537.0,6,2022,1
3,63,33.0,5,2022,1
24,5,322.0,8,2022,0
13,24,97.0,6,2022,1
26,63,342.0,1,2022,1
19,63,174.0,5,2022,1
3,63,287.0,1,2022,1
28,24,1300.0,10,2022,1
6,24,292.0,8,2022,1
19,63,121900.0,1,2022,1
13,55,568.0,7,2022,1
3,63,195.0,6,2022,1
10,63,29.0,4,2022,1
24,63,194.0,0,2022,0
24,47,60.0,0,2022,1
13,63,209.0,0,2022,1
8,63,130.0,7,2022,1
14,63,0.0,5,2022,0
9,63,619.0,6,2022,1
6,63,37.0,4,2022,1
26,63,29.0,0,2022,0
5,63,1000.0,10,2022,1
28,63,1600.0,1,2022,1
8,63,679.0,1,2022,1
29,62,238.0,6,2022,1
26,63,342.0,1,2022,1
20,18,293.0,6,2022,1
28,63,1300.0,1,2022,1
28,63,1500.0,15,2022,1
13,63,0.0,0,2022,1
6,24,292.0,8,2022,1
8,63,202.0,0,2022,1
21,63,192.0,6,2022,1
6,63,20.0,4,2022,1
10,1,3.0,3,2022,1
7,63,41.0,4,2022,1
3,63,165.0,15,2022,1
8,63,64.0,4,2022,1
24,63,7.0,4,2022,1
8,63,128.0,6,2022,1
8,1,45.0,15,2022,0
24,63,3400.0,15,2022,0
10,27,45.0,5,2022,1
13,63,657.0,9,2022,1
6,63,130.0,7,2022,1
19,63,121900.0,1,2022,1
9,63,0.0,15,2022,1
8,63,5600.0,1,2022,1
24,7,27.0,4,2022,1
20,18,277.0,0,2022,1
18,63,58.0,5,2022,1
3,10,917.0,8,2022,1
24,5,502.0,7,2022,1
8,63,481.0,1,2022,1
8,63,665.0,1,2022,1
22,5,755.0,8,2022,1
22,5,788.0,15,2022,1
22,63,905.0,15,2022,0
14,63,152.0,6,2022,0
19,63,4.0,0,2022,1
13,63,2.0,15,2022,0
13,63,9.0,15,2022,1
13,63,255.0,7,2022,0
28,63,329.0,7,2022,1
24,24,1100.0,9,2022,1
10,63,176.0,0,2022,1
6,24,838.0,11,2022,1
10,7,16.0,1,2022,1
7,63,752.0,8,2022,1
8,63,124.0,5,2022,0
4,50,0.0,3,2022,1
19,7,3.0,1,2022,1
8,27,42.0,5,2022,1
24,24,8600.0,1,2022,1
5,19,40.0,5,2022,1
10,63,3400.0,11,2022,1
6,7,22.0,1,2022,1
24,24,228.0,7,2022,1
24,63,474.0,8,2022,0
19,55,275.0,1,2022,1
13,63,19.0,7,2022,1
24,24,62.0,5,2022,1
22,63,654.0,15,2022,1
13,63,8.0,1,2022,0
8,63,301.0,1,2022,0
22,63,905.0,15,2022,1
13,63,406.0,1,2022,1
5,63,289.0,8,2022,1
13,10,1400.0,9,2022,1
24,63,1600.0,1,2022,1
9,63,200.0,2,2022,0
8,24,85.0,5,2022,1
6,24,24.0,4,2022,1
28,63,368.0,15,2022,1
8,55,28.0,0,2022,1
10,5,118.0,7,2022,1
22,63,35.0,5,2022,1
20,63,1000.0,7,2022,1
10,63,120.0,7,2022,1
9,63,1900.0,1,2022,1
5,63,78.0,5,2022,0
22,63,133.0,15,2022,1
10,63,3400.0,11,2022,1
3,63,266.0,8,2022,1
8,63,527.0,1,2022,1
20,24,9.0,3,2022,0
28,63,8.0,0,2022,0
10,19,8300.0,1,2021,1
9,63,200.0,2,2021,0
22,63,905.0,15,2021,1
5,63,46.0,0,2021,1
22,63,97.0,1,2021,1
21,63,356.0,15,2021,1
19,63,70.0,6,2021,0
20,63,974.0,1,2021,1
10,63,229.0,7,2021,0
3,63,78.0,0,2021,0
6,63,12.0,5,2021,1
24,63,339.0,1,2021,0
26,63,1000.0,15,2021,1
6,63,14.0,4,2021,1
3,10,9400.0,15,2021,1
11,24,17.0,4,2021,1
2,63,1600.0,15,2021,1
8,62,53.0,15,2021,0
6,63,122.0,6,2021,1
19,63,16.0,5,2021,0
19,63,165.0,7,2021,1
14,63,215.0,1,2021,1
19,63,132.0,6,2021,0
19,63,37.0,0,2021,1
14,63,0.0,5,2021,0
5,63,186.0,6,2021,0
3,63,105.0,15,2021,0
10,24,194.0,15,2021,1
28,24,214.0,7,2021,1
24,63,305.0,9,2021,1
20,63,1200.0,9,2021,1
23,63,0.0,15,2021,1
10,19,39.0,0,2021,1
24,7,61.0,5,2021,1
3,24,7400.0,15,2021,1
5,62,150.0,6,2021,1
24,63,50.0,0,2021,1
10,63,763.0,0,2021,1
10,63,2400.0,15,2021,1
18,51,20.0,15,2021,1
20,63,1700.0,1,2021,1
8,63,584.0,15,2021,0
8,63,15.0,0,2021,0
6,24,11.0,0,2021,1
26,63,0.0,0,2020,1
22,7,131.0,7,2020,1
5,63,352.0,0,2020,1
29,24,3200.0,9,2020,1
11,63,120.0,6,2020,0
8,63,3.0,3,2020,1
